"","DATE","PRCP","Source.PRCP","TMAX","Source.TMAX","TMIN","Source.TMIN"
"4857",1975-09-17,0,"Measured",21.1,"Measured",12.2,"Measured"
"4858",1975-09-18,7.6,"Measured",22.2,"Measured",14.4,"Measured"
"4859",1975-09-19,0,"Measured",20,"Measured",7.8,"Measured"
"4860",1975-09-20,0.8,"Measured",17.8,"Measured",7.8,"Measured"
"4861",1975-09-21,1.5,"Measured",12.2,"Measured",7.2,"Measured"
"4862",1975-09-22,0,"Measured",17.2,"Measured",2.8,"Measured"
"4863",1975-09-23,0,"Measured",18.3,"Measured",2.8,"Measured"
"4864",1975-09-24,0,"Measured",15.6,"Measured",2.8,"Measured"
"4865",1975-09-25,0,"Measured",15,"Measured",0.6,"Measured"
"4866",1975-09-26,0,"Measured",18.3,"Measured",0.6,"Measured"
"4867",1975-09-27,0,"Measured",21.1,"Measured",1.1,"Measured"
"4868",1975-09-28,0,"Measured",21.1,"Measured",2.2,"Measured"
"4869",1975-09-29,4.6,"Measured",20,"Measured",10,"Measured"
"4870",1975-09-30,1.3,"Measured",18.9,"Measured",7.2,"Measured"
"4871",1975-10-01,0,"Measured",14.4,"Measured",3.9,"Measured"
"4872",1975-10-02,0,"Measured",13.3,"Measured",-2.8,"Measured"
"4873",1975-10-03,0,"Measured",22.2,"Measured",3.3,"Measured"
"4874",1975-10-04,0,"Measured",22.8,"Measured",6.7,"Measured"
"4875",1975-10-05,0,"Measured",21.7,"Measured",7.2,"Measured"
"4876",1975-10-06,0,"Measured",22.2,"Measured",5.6,"Measured"
"4877",1975-10-07,0,"Measured",23.3,"Measured",3.9,"Measured"
"4878",1975-10-08,0,"Measured",22.2,"Measured",7.2,"Measured"
"4879",1975-10-09,0.5,"Measured",20.6,"Measured",10,"Measured"
"4880",1975-10-10,0,"Measured",18.3,"Measured",4.4,"Measured"
"4881",1975-10-11,0,"Measured",18.3,"Measured",1.7,"Measured"
"4882",1975-10-12,0.5,"Measured",22.8,"Measured",3.3,"Measured"
"4883",1975-10-13,0,"Measured",30,"Measured",15.6,"Measured"
"4884",1975-10-14,13.5,"Measured",27.8,"Measured",15.6,"Measured"
"4885",1975-10-15,0,"Measured",18.9,"Measured",7.8,"Measured"
"4886",1975-10-16,0,"Measured",12.8,"Measured",-0.6,"Measured"
"4887",1975-10-17,0,"Measured",12.8,"Measured",2.2,"Measured"
"4888",1975-10-18,0,"Measured",11.7,"Measured",-1.1,"Measured"
"4889",1975-10-19,0,"Measured",13.9,"Measured",-1.1,"Measured"
"4890",1975-10-20,0,"Measured",19.4,"Measured",2.2,"Measured"
"4891",1975-10-21,0,"Measured",26.1,"Measured",3.9,"Measured"
"4892",1975-10-22,0,"Measured",22.2,"Measured",5,"Measured"
"4893",1975-10-23,0,"Measured",23.3,"Measured",15,"Measured"
"4894",1975-10-24,3,"Measured",22.8,"Measured",15.6,"Measured"
"4895",1975-10-25,6.9,"Measured",18.9,"Measured",-2.8,"Measured"
"4896",1975-10-26,0,"Measured",12.8,"Measured",-0.6,"Measured"
"4897",1975-10-27,0,"Measured",18.9,"Measured",3.9,"Measured"
"4898",1975-10-28,0,"Measured",15,"Measured",7.2,"Measured"
"4899",1975-10-29,0,"Measured",10.6,"Measured",-3.3,"Measured"
"4900",1975-10-30,0,"Measured",10,"Measured",-2.2,"Measured"
"4901",1975-10-31,0,"Measured",15,"Measured",4.4,"Measured"
"4902",1975-11-01,0,"Measured",18.9,"Measured",8.9,"Measured"
"4903",1975-11-02,13.7,"Measured",16.7,"Measured",3.9,"Measured"
"4904",1975-11-03,10.9,"Measured",15.6,"Measured",11.7,"Measured"
"4905",1975-11-04,1.5,"Measured",19.4,"Measured",7.2,"Measured"
"4906",1975-11-05,0,"Measured",18.9,"Measured",5.6,"Measured"
"4907",1975-11-06,0,"Measured",18.9,"Measured",11.1,"Measured"
"4908",1975-11-07,0.8,"Measured",16.7,"Measured",12.8,"Measured"
"4909",1975-11-08,0,"Measured",15.6,"Measured",4.4,"Measured"
"4910",1975-11-09,6.1,"Measured",15,"Measured",8.9,"Measured"
"4911",1975-11-10,7.9,"Measured",17.8,"Measured",2.8,"Measured"
"4912",1975-11-11,0,"Measured",10,"Measured",-1.1,"Measured"
"4913",1975-11-12,0.5,"Measured",9.4,"Measured",0,"Measured"
"4914",1975-11-13,1,"Measured",1.1,"Measured",-2.2,"Measured"
"4915",1975-11-14,0,"Measured",4.4,"Measured",-8.3,"Measured"
"4916",1975-11-15,0,"Measured",13.9,"Measured",-2.2,"Measured"
"4917",1975-11-16,0,"Measured",17.2,"Measured",-0.6,"Measured"
"4918",1975-11-17,0,"Measured",18.3,"Measured",6.1,"Measured"
"4919",1975-11-18,0,"Measured",16.7,"Measured",6.7,"Measured"
"4920",1975-11-19,0,"Measured",17.2,"Measured",3.9,"Measured"
"4921",1975-11-20,5.6,"Measured",11.7,"Measured",3.9,"Measured"
"4922",1975-11-21,4.3,"Measured",4.4,"Measured",-2.2,"Measured"
"4923",1975-11-22,0,"Measured",1.7,"Measured",-8.3,"Measured"
"4924",1975-11-23,0,"Measured",0.6,"Measured",-10,"Measured"
"4925",1975-11-24,5.6,"Measured",-1.1,"Measured",-6.1,"Measured"
"4926",1975-11-25,0,"Measured",-6.1,"Measured",-12.2,"Measured"
"4927",1975-11-26,0,"Measured",-2.8,"Measured",-15,"Measured"
"4928",1975-11-27,2,"Measured",-3.3,"Measured",-8.3,"Measured"
"4929",1975-11-28,0,"Measured",-2.8,"Measured",-6.1,"Measured"
"4930",1975-11-29,9.9,"Measured",8.3,"Measured",-5,"Measured"
"4931",1975-11-30,13.5,"Measured",14.4,"Measured",-7.8,"Measured"
"4932",1975-12-01,0,"Measured",-5.6,"Measured",-12.8,"Measured"
"4933",1975-12-02,0.3,"Measured",-4.4,"Measured",-11.1,"Measured"
"4934",1975-12-03,0,"Measured",-3.9,"Measured",-10,"Measured"
"4935",1975-12-04,0,"Measured",5.6,"Measured",-7.8,"Measured"
"4936",1975-12-05,0,"Measured",13.3,"Measured",0.6,"Measured"
"4937",1975-12-06,0,"Measured",11.7,"Measured",-7.8,"Measured"
"4938",1975-12-07,0,"Measured",0.6,"Measured",-7.8,"Measured"
"4939",1975-12-08,0.3,"Measured",-1.7,"Measured",-6.7,"Measured"
"4940",1975-12-09,0.3,"Measured",-1.7,"Measured",-3.9,"Measured"
"4941",1975-12-10,0.3,"Measured",2.2,"Measured",-7.8,"Measured"
"4942",1975-12-11,1.3,"Measured",1.7,"Measured",-5,"Measured"
"4943",1975-12-12,0,"Measured",-0.6,"Measured",-6.7,"Measured"
"4944",1975-12-13,0.8,"Measured",12.2,"Measured",-1.1,"Measured"
"4945",1975-12-14,2,"Measured",14.4,"Measured",2.2,"Measured"
"4946",1975-12-15,0,"Measured",2.8,"Measured",-8.9,"Measured"
"4947",1975-12-16,0,"Measured",-2.2,"Measured",-11.1,"Measured"
"4948",1975-12-17,0,"Measured",-6.7,"Measured",-18.3,"Measured"
"4949",1975-12-18,0,"Measured",-12.2,"Measured",-20.6,"Measured"
"4950",1975-12-19,0,"Measured",-2.2,"Measured",-12.8,"Measured"
"4951",1975-12-20,0,"Measured",-0.6,"Measured",-5.6,"Measured"
"4952",1975-12-21,0,"Measured",-0.6,"Measured",-11.1,"Measured"
"4953",1975-12-22,0,"Measured",-2.2,"Measured",-11.7,"Measured"
"4954",1975-12-23,0,"Measured",-2.2,"Measured",-5.6,"Measured"
"4955",1975-12-24,0,"Measured",-2.2,"Measured",-7.8,"Measured"
"4956",1975-12-25,0,"Measured",-2.2,"Measured",-3.9,"Measured"
"4957",1975-12-26,0,"Measured",-2.2,"Measured",-6.7,"Measured"
"4958",1975-12-27,0,"Measured",-5,"Measured",-11.7,"Measured"
"4959",1975-12-28,0,"Measured",-4.4,"Measured",-11.1,"Measured"
"4960",1975-12-29,0,"Measured",-2.2,"Measured",-11.1,"Measured"
"4961",1975-12-30,0,"Measured",2.8,"Measured",-6.7,"Measured"
"4962",1975-12-31,0,"Measured",0,"Measured",-5.6,"Measured"
"4963",1976-01-01,0,"Measured",1.1,"Measured",-3.9,"Measured"
"4964",1976-01-02,0.5,"Measured",1.1,"Measured",-3.9,"Measured"
"4965",1976-01-03,0,"Measured",-3.3,"Measured",-15.6,"Measured"
"4966",1976-01-04,0,"Measured",-13.3,"Measured",-20.6,"Measured"
"4967",1976-01-05,0,"Measured",-3.9,"Measured",-19.4,"Measured"
"4968",1976-01-06,0.3,"Measured",-2.2,"Measured",-6.7,"Measured"
"4969",1976-01-07,0,"Measured",-2.8,"Measured",-20,"Measured"
"4970",1976-01-08,0,"Measured",-16.7,"Measured",-26.7,"Measured"
"4971",1976-01-09,0,"Measured",-11.1,"Measured",-21.7,"Measured"
"4972",1976-01-10,0.3,"Measured",-6.7,"Measured",-18.9,"Measured"
"4973",1976-01-11,1.5,"Measured",-5.6,"Measured",-9.4,"Measured"
"4974",1976-01-12,0,"Measured",2.8,"Measured",-12.2,"Measured"
"4975",1976-01-13,0,"Measured",1.1,"Measured",-6.1,"Measured"
"4976",1976-01-14,0,"Measured",-4.4,"Measured",-14.4,"Measured"
"4977",1976-01-15,2.8,"Measured",-1.1,"Measured",-15.6,"Measured"
"4978",1976-01-16,0,"Measured",-1.1,"Measured",-14.4,"Measured"
"4979",1976-01-17,0,"Measured",-12.2,"Measured",-23.9,"Measured"
"4980",1976-01-18,0,"Measured",-8.3,"Measured",-22.2,"Measured"
"4981",1976-01-19,1.5,"Measured",0,"Measured",-11.1,"Measured"
"4982",1976-01-20,0,"Measured",-0.6,"Measured",-16.7,"Measured"
"4983",1976-01-21,1.8,"Measured",-5.6,"Measured",-10.6,"Measured"
"4984",1976-01-22,0,"Measured",-6.1,"Measured",-15,"Measured"
"4985",1976-01-23,0,"Measured",-4.4,"Measured",-10.6,"Measured"
"4986",1976-01-24,0,"Measured",0,"Measured",-6.7,"Measured"
"4987",1976-01-25,1.8,"Measured",-2.2,"Measured",-9.4,"Measured"
"4988",1976-01-26,1,"Measured",-4.4,"Measured",-14.4,"Measured"
"4989",1976-01-27,0,"Measured",-10.6,"Measured",-23.9,"Measured"
"4990",1976-01-28,0,"Measured",0.6,"Measured",-21.1,"Measured"
"4991",1976-01-29,0,"Measured",2.8,"Measured",-13.3,"Measured"
"4992",1976-01-30,1.5,"Measured",-5.6,"Measured",-11.1,"Measured"
"4993",1976-01-31,0,"Measured",-2.2,"Measured",-16.7,"Measured"
"4994",1976-02-01,0.5,"Measured",0.6,"Measured",-17.8,"Measured"
"4995",1976-02-02,0,"Measured",-15,"Measured",-26.1,"Measured"
"4996",1976-02-03,0.3,"Measured",-6.1,"Measured",-21.7,"Measured"
"4997",1976-02-04,0,"Measured",-6.1,"Measured",-16.7,"Measured"
"4998",1976-02-05,0,"Measured",-8.9,"Measured",-15.6,"Measured"
"4999",1976-02-06,0,"Measured",-9.4,"Measured",-20,"Measured"
"5000",1976-02-07,0,"Measured",1.7,"Measured",-16.7,"Measured"
"5001",1976-02-08,0,"Measured",1.7,"Measured",-5.6,"Measured"
"5002",1976-02-09,0,"Measured",3.9,"Measured",-7.2,"Measured"
"5003",1976-02-10,0,"Measured",6.1,"Measured",0.6,"Measured"
"5004",1976-02-11,0,"Measured",2.8,"Measured",-2.8,"Measured"
"5005",1976-02-12,0,"Measured",11.1,"Measured",-1.1,"Measured"
"5006",1976-02-13,0,"Measured",7.8,"Measured",-1.7,"Measured"
"5007",1976-02-14,0,"Measured",4.4,"Measured",-6.7,"Measured"
"5008",1976-02-15,4.8,"Measured",11.7,"Measured",0,"Measured"
"5009",1976-02-16,6.9,"Measured",5,"Measured",0,"Measured"
"5010",1976-02-17,1.8,"Measured",0.6,"Measured",-2.2,"Measured"
"5011",1976-02-18,9.4,"Measured",1.1,"Measured",-6.7,"Measured"
"5012",1976-02-19,0,"Measured",2.2,"Measured",-5,"Measured"
"5013",1976-02-20,0,"Measured",4.4,"Measured",-6.7,"Measured"
"5014",1976-02-21,14.2,"Measured",2.2,"Measured",-4.4,"Measured"
"5015",1976-02-22,0,"Measured",-2.2,"Measured",-16.7,"Measured"
"5016",1976-02-23,0,"Measured",1.7,"Measured",-16.1,"Measured"
"5017",1976-02-24,0,"Measured",7.8,"Measured",-4.4,"Measured"
"5018",1976-02-25,0,"Measured",8.3,"Measured",-1.7,"Measured"
"5019",1976-02-26,0,"Measured",8.9,"Measured",-2.2,"Measured"
"5020",1976-02-27,0,"Measured",9.4,"Measured",-1.1,"Measured"
"5021",1976-02-28,0,"Measured",3.9,"Measured",-5,"Measured"
"5022",1976-02-29,0,"Measured",2.2,"Measured",-2.8,"Measured"
"5023",1976-03-01,8.6,"Measured",-1.7,"Measured",-6.1,"Measured"
"5024",1976-03-02,6.9,"Measured",-0.6,"Measured",-2.8,"Measured"
"5025",1976-03-03,0,"Measured",-1.1,"Measured",-2.8,"Measured"
"5026",1976-03-04,27.9,"Measured",0,"Measured",-5,"Measured"
"5027",1976-03-05,10.2,"Measured",1.1,"Measured",-5.6,"Measured"
"5028",1976-03-06,0,"Measured",0,"Measured",-14.4,"Measured"
"5029",1976-03-07,0,"Measured",-1.7,"Measured",-3.9,"Measured"
"5030",1976-03-08,0,"Measured",0.6,"Measured",-12.2,"Measured"
"5031",1976-03-09,0,"Measured",3.3,"Measured",-3.9,"Measured"
"5032",1976-03-10,0,"Measured",2.8,"Measured",-1.7,"Measured"
"5033",1976-03-11,0,"Measured",3.9,"Measured",-8.9,"Measured"
"5034",1976-03-12,14.5,"Measured",7.8,"Measured",-0.6,"Measured"
"5035",1976-03-13,0.8,"Measured",1.1,"Measured",-12.2,"Measured"
"5036",1976-03-14,0.5,"Measured",3.3,"Measured",-3.3,"Measured"
"5037",1976-03-15,0,"Measured",1.1,"Measured",-9.4,"Measured"
"5038",1976-03-16,0,"Measured",-1.7,"Measured",-7.2,"Measured"
"5039",1976-03-17,0,"Measured",1.1,"Measured",-12.2,"Measured"
"5040",1976-03-18,0,"Measured",11.1,"Measured",-0.6,"Measured"
"5041",1976-03-19,0,"Measured",19.4,"Measured",2.8,"Measured"
"5042",1976-03-20,0,"Measured",17.2,"Measured",11.1,"Measured"
"5043",1976-03-21,0,"Measured",11.7,"Measured",-6.1,"Measured"
"5044",1976-03-22,0,"Measured",5,"Measured",-7.8,"Measured"
"5045",1976-03-23,0,"Measured",13.9,"Measured",-1.1,"Measured"
"5046",1976-03-24,0,"Measured",18.9,"Measured",4.4,"Measured"
"5047",1976-03-25,0,"Measured",16.7,"Measured",-1.1,"Measured"
"5048",1976-03-26,0,"Measured",17.8,"Measured",5,"Measured"
"5049",1976-03-27,17.3,"Measured",12.8,"Measured",2.2,"Measured"
"5050",1976-03-28,0,"Measured",13.3,"Measured",-2.2,"Measured"
"5051",1976-03-29,3.6,"Measured",11.7,"Measured",5.6,"Measured"
"5052",1976-03-30,5.8,"Measured",11.7,"Measured",3.3,"Measured"
"5053",1976-03-31,7.1,"Measured",3.9,"Measured",0.6,"Measured"
"5054",1976-04-01,0.3,"Measured",6.1,"Measured",-1.1,"Measured"
"5055",1976-04-02,0,"Measured",16.7,"Measured",-1.1,"Measured"
"5056",1976-04-03,0,"Measured",15.6,"Measured",3.9,"Measured"
"5057",1976-04-04,0,"Measured",10.6,"Measured",-1.1,"Measured"
"5058",1976-04-05,0,"Measured",16.1,"Measured",-0.6,"Measured"
"5059",1976-04-06,0,"Measured",17.2,"Measured",1.7,"Measured"
"5060",1976-04-07,0,"Measured",16.7,"Measured",1.1,"Measured"
"5061",1976-04-08,0,"Measured",13.9,"Measured",-2.8,"Measured"
"5062",1976-04-09,0,"Measured",15.6,"Measured",-2.2,"Measured"
"5063",1976-04-10,0,"Measured",19.4,"Measured",3.9,"Measured"
"5064",1976-04-11,9.4,"Measured",11.1,"Measured",-4.4,"Measured"
"5065",1976-04-12,0,"Measured",11.7,"Measured",-4.4,"Measured"
"5066",1976-04-13,0,"Measured",19.4,"Measured",-1.1,"Measured"
"5067",1976-04-14,0,"Measured",22.8,"Measured",7.8,"Measured"
"5068",1976-04-15,19.8,"Measured",21.1,"Measured",12.8,"Measured"
"5069",1976-04-16,0,"Measured",25.6,"Measured",14.4,"Measured"
"5070",1976-04-17,4.3,"Measured",25.6,"Measured",15,"Measured"
"5071",1976-04-18,2.8,"Measured",24.4,"Measured",15.6,"Measured"
"5072",1976-04-19,0,"Measured",17.8,"Measured",3.9,"Measured"
"5073",1976-04-20,5.8,"Measured",14.4,"Measured",4.4,"Measured"
"5074",1976-04-21,36.8,"Measured",12.8,"Measured",6.1,"Measured"
"5075",1976-04-22,2,"Measured",15.6,"Measured",3.3,"Measured"
"5076",1976-04-23,0.5,"Measured",15,"Measured",3.9,"Measured"
"5077",1976-04-24,25.4,"Measured",8.3,"Measured",4.4,"Measured"
"5078",1976-04-25,0.5,"Measured",10,"Measured",1.7,"Measured"
"5079",1976-04-26,0,"Measured",11.1,"Measured",-1.7,"Measured"
"5080",1976-04-27,0,"Measured",10.6,"Measured",-2.8,"Measured"
"5081",1976-04-28,0,"Measured",15,"Measured",0.6,"Measured"
"5082",1976-04-29,0,"Measured",17.2,"Measured",2.8,"Measured"
"5083",1976-04-30,3.6,"Measured",16.1,"Measured",6.1,"Measured"
"5084",1976-05-01,0,"Measured",15.6,"Measured",2.8,"Measured"
"5085",1976-05-02,0,"Measured",12.2,"Measured",2.2,"Measured"
"5086",1976-05-03,0,"Measured",8.3,"Measured",-0.6,"Measured"
"5087",1976-05-04,0,"Measured",18.3,"Measured",-1.7,"Measured"
"5088",1976-05-05,3.3,"Measured",21.7,"Measured",11.7,"Measured"
"5089",1976-05-06,0.8,"Measured",16.7,"Measured",0.6,"Measured"
"5090",1976-05-07,0,"Measured",11.1,"Measured",-0.6,"Measured"
"5091",1976-05-08,0,"Measured",19.4,"Measured",-0.6,"Measured"
"5092",1976-05-09,0,"Measured",26.1,"Measured",10.6,"Measured"
"5093",1976-05-10,0,"Measured",25.6,"Measured",6.7,"Measured"
"5094",1976-05-11,0,"Measured",22.8,"Measured",6.1,"Measured"
"5095",1976-05-12,0,"Measured",19.4,"Measured",0.6,"Measured"
"5096",1976-05-13,1,"Measured",19.4,"Measured",5,"Measured"
"5097",1976-05-14,0,"Measured",22.8,"Measured",5.6,"Measured"
"5098",1976-05-15,6.6,"Measured",22.2,"Measured",8.9,"Measured"
"5099",1976-05-16,17,"Measured",16.1,"Measured",12.2,"Measured"
"5100",1976-05-17,3.3,"Measured",16.1,"Measured",8.3,"Measured"
"5101",1976-05-18,0,"Measured",18.9,"Measured",1.7,"Measured"
"5102",1976-05-19,0,"Measured",22.8,"Measured",2.2,"Measured"
"5103",1976-05-20,0.5,"Measured",28.9,"Measured",15,"Measured"
"5104",1976-05-21,0,"Measured",27.8,"Measured",10,"Measured"
"5105",1976-05-22,0,"Measured",21.1,"Measured",6.1,"Measured"
"5106",1976-05-23,0,"Measured",17.2,"Measured",5.6,"Measured"
"5107",1976-05-24,0,"Measured",17.8,"Measured",3.9,"Measured"
"5108",1976-05-25,0,"Measured",19.4,"Measured",3.9,"Measured"
"5109",1976-05-26,0,"Measured",21.7,"Measured",5.6,"Measured"
"5110",1976-05-27,0,"Measured",23.9,"Measured",7.8,"Measured"
"5111",1976-05-28,0,"Measured",23.3,"Measured",10,"Measured"
"5112",1976-05-29,0,"Measured",19.4,"Measured",11.7,"Measured"
"5113",1976-05-30,0,"Measured",20,"Measured",12.8,"Measured"
"5114",1976-05-31,0,"Measured",22.8,"Measured",13.3,"Measured"
"5115",1976-06-01,0,"Measured",23.9,"Measured",13.9,"Measured"
"5116",1976-06-02,0,"Measured",23.3,"Measured",7.8,"Measured"
"5117",1976-06-03,0,"Measured",25,"Measured",7.2,"Measured"
"5118",1976-06-04,0,"Measured",26.7,"Measured",10,"Measured"
"5119",1976-06-05,0,"Measured",26.7,"Measured",11.1,"Measured"
"5120",1976-06-06,0,"Measured",29.4,"Measured",12.2,"Measured"
"5121",1976-06-07,0,"Measured",30.6,"Measured",13.9,"Measured"
"5122",1976-06-08,0,"Measured",31.1,"Measured",14.4,"Measured"
"5123",1976-06-09,0,"Measured",31.1,"Measured",16.1,"Measured"
"5124",1976-06-10,0,"Measured",30,"Measured",17.8,"Measured"
"5125",1976-06-11,0,"Measured",32.8,"Measured",17.2,"Measured"
"5126",1976-06-12,0,"Measured",33.3,"Measured",17.8,"Measured"
"5127",1976-06-13,1.8,"Measured",34.4,"Measured",15,"Measured"
"5128",1976-06-14,8.1,"Measured",31.1,"Measured",16.1,"Measured"
"5129",1976-06-15,0,"Measured",27.8,"Measured",20,"Measured"
"5130",1976-06-16,0,"Measured",22.8,"Measured",12.2,"Measured"
"5131",1976-06-17,0,"Measured",28.3,"Measured",9.4,"Measured"
"5132",1976-06-18,0,"Measured",28.3,"Measured",16.7,"Measured"
"5133",1976-06-19,0,"Measured",23.3,"Measured",7.8,"Measured"
"5134",1976-06-20,0,"Measured",28.9,"Measured",9.4,"Measured"
"5135",1976-06-21,0,"Measured",28.3,"Measured",11.1,"Measured"
"5136",1976-06-22,0,"Measured",28.3,"Measured",15,"Measured"
"5137",1976-06-23,0,"Measured",25.6,"Measured",12.8,"Measured"
"5138",1976-06-24,4.3,"Measured",20.6,"Measured",13.3,"Measured"
"5139",1976-06-25,2.5,"Measured",26.1,"Measured",11.7,"Measured"
"5140",1976-06-26,0,"Measured",32.2,"Measured",16.7,"Measured"
"5141",1976-06-27,0,"Measured",30,"Measured",17.2,"Measured"
"5142",1976-06-28,2.3,"Measured",29.4,"Measured",16.7,"Measured"
"5143",1976-06-29,1.8,"Measured",29.4,"Measured",12.2,"Measured"
"5144",1976-06-30,0,"Measured",25.6,"Measured",12.8,"Measured"
"5145",1976-07-01,0,"Measured",26.1,"Measured",10,"Measured"
"5146",1976-07-02,0,"Measured",27.8,"Measured",10.6,"Measured"
"5147",1976-07-03,0,"Measured",27.8,"Measured",11.7,"Measured"
"5148",1976-07-04,0,"Measured",30.6,"Measured",12.8,"Measured"
"5149",1976-07-05,0,"Measured",32.2,"Measured",12.8,"Measured"
"5150",1976-07-06,0,"Measured",32.8,"Measured",15.6,"Measured"
"5151",1976-07-07,0,"Measured",31.1,"Measured",17.8,"Measured"
"5152",1976-07-08,0,"Measured",30,"Measured",13.9,"Measured"
"5153",1976-07-09,0,"Measured",33.9,"Measured",16.1,"Measured"
"5154",1976-07-10,0,"Measured",37.2,"Measured",24.4,"Measured"
"5155",1976-07-11,0,"Measured",36.1,"Measured",24.4,"Measured"
"5156",1976-07-12,0,"Measured",30,"Measured",10,"Measured"
"5157",1976-07-13,0,"Measured",31.1,"Measured",12.2,"Measured"
"5158",1976-07-14,0,"Measured",34.4,"Measured",20.6,"Measured"
"5159",1976-07-15,30.7,"Measured",33.3,"Measured",18.3,"Measured"
"5160",1976-07-16,0,"Measured",26.7,"Measured",13.3,"Measured"
"5161",1976-07-17,0,"Measured",25.6,"Measured",10.6,"Measured"
"5162",1976-07-18,0,"Measured",31.1,"Measured",12.8,"Measured"
"5163",1976-07-19,2.5,"Measured",28.9,"Measured",17.8,"Measured"
"5164",1976-07-20,7.4,"Measured",28.3,"Measured",20,"Measured"
"5165",1976-07-21,4.8,"Measured",28.3,"Measured",15.6,"Measured"
"5166",1976-07-22,0,"Measured",27.2,"Measured",13.9,"Measured"
"5167",1976-07-23,0,"Measured",32.8,"Measured",18.9,"Measured"
"5168",1976-07-24,12.4,"Measured",28.9,"Measured",16.1,"Measured"
"5169",1976-07-25,0,"Measured",31.7,"Measured",14.4,"Measured"
"5170",1976-07-26,1,"Measured",30,"Measured",17.2,"Measured"
"5171",1976-07-27,0,"Measured",30.6,"Measured",16.7,"Measured"
"5172",1976-07-28,23.6,"Measured",30.6,"Measured",19.4,"Measured"
"5173",1976-07-29,0.3,"Measured",26.1,"Measured",16.7,"Measured"
"5174",1976-07-30,0,"Measured",30,"Measured",15.6,"Measured"
"5175",1976-07-31,34.3,"Measured",29.4,"Measured",12.8,"Measured"
"5176",1976-08-01,0,"Measured",23.9,"Measured",10,"Measured"
"5177",1976-08-02,0,"Measured",22.8,"Measured",10.6,"Measured"
"5178",1976-08-03,0,"Measured",26.1,"Measured",10,"Measured"
"5179",1976-08-04,0,"Measured",27.8,"Measured",10,"Measured"
"5180",1976-08-05,4.8,"Measured",26.7,"Measured",16.1,"Measured"
"5181",1976-08-06,0.3,"Measured",22.2,"Measured",10,"Measured"
"5182",1976-08-07,0,"Measured",22.8,"Measured",8.9,"Measured"
"5183",1976-08-08,0,"Measured",26.1,"Measured",10,"Measured"
"5184",1976-08-09,0,"Measured",27.8,"Measured",11.1,"Measured"
"5185",1976-08-10,1.8,"Measured",28.3,"Measured",15,"Measured"
"5186",1976-08-11,0,"Measured",32.2,"Measured",16.7,"Measured"
"5187",1976-08-12,0,"Measured",30,"Measured",17.8,"Measured"
"5188",1976-08-13,0,"Measured",29.4,"Measured",16.1,"Measured"
"5189",1976-08-14,20.6,"Measured",26.7,"Measured",12.2,"Measured"
"5190",1976-08-15,0,"Measured",20.6,"Measured",7.2,"Measured"
"5191",1976-08-16,0,"Measured",23.9,"Measured",8.3,"Measured"
"5192",1976-08-17,0,"Measured",24.4,"Measured",8.9,"Measured"
"5193",1976-08-18,0,"Measured",28.9,"Measured",13.9,"Measured"
"5194",1976-08-19,0,"Measured",30.6,"Measured",18.3,"Measured"
"5195",1976-08-20,0,"Measured",30,"Measured",14.4,"Measured"
"5196",1976-08-21,0,"Measured",31.1,"Measured",13.9,"Measured"
"5197",1976-08-22,0,"Measured",32.8,"Measured",16.1,"Measured"
"5198",1976-08-23,0,"Measured",29.4,"Measured",16.1,"Measured"
"5199",1976-08-24,0,"Measured",28.9,"Measured",13.3,"Measured"
"5200",1976-08-25,0,"Measured",30,"Measured",15,"Measured"
"5201",1976-08-26,40.4,"Measured",28.9,"Measured",16.1,"Measured"
"5202",1976-08-27,0,"Measured",32.2,"Measured",20.6,"Measured"
"5203",1976-08-28,16.3,"Measured",30.6,"Measured",11.7,"Measured"
"5204",1976-08-29,0,"Measured",22.8,"Measured",7.2,"Measured"
"5205",1976-08-30,0,"Measured",25,"Measured",10,"Measured"
"5206",1976-08-31,0,"Measured",30,"Measured",13.9,"Measured"
"5207",1976-09-01,0.5,"Measured",27.8,"Measured",11.7,"Measured"
"5208",1976-09-02,0,"Measured",21.7,"Measured",5,"Measured"
"5209",1976-09-03,0,"Measured",29.4,"Measured",12.8,"Measured"
"5210",1976-09-04,0,"Measured",28.3,"Measured",8.9,"Measured"
"5211",1976-09-05,0,"Measured",23.3,"Measured",6.7,"Measured"
"5212",1976-09-06,0,"Measured",26.1,"Measured",7.8,"Measured"
"5213",1976-09-07,0,"Measured",30.6,"Measured",16.1,"Measured"
"5214",1976-09-08,0,"Measured",30.6,"Measured",11.7,"Measured"
"5215",1976-09-09,9.7,"Measured",28.3,"Measured",11.1,"Measured"
"5216",1976-09-10,0,"Measured",21.1,"Measured",5,"Measured"
"5217",1976-09-11,0,"Measured",27.8,"Measured",6.1,"Measured"
"5218",1976-09-12,0,"Measured",28.3,"Measured",10,"Measured"
"5219",1976-09-13,0,"Measured",28.3,"Measured",12.8,"Measured"
"5220",1976-09-14,3.6,"Measured",26.1,"Measured",16.1,"Measured"
"5221",1976-09-15,0,"Measured",18.9,"Measured",10.6,"Measured"
"5222",1976-09-16,0,"Measured",17.8,"Measured",9.4,"Measured"
"5223",1976-09-17,0,"Measured",22.8,"Measured",5.6,"Measured"
"5224",1976-09-18,0,"Measured",25.6,"Measured",8.3,"Measured"
"5225",1976-09-19,8.9,"Measured",25.6,"Measured",8.9,"Measured"
"5226",1976-09-20,1.5,"Measured",19.4,"Measured",7.2,"Measured"
